,reported_acceptor,reported_donor,reference,DOI,Voc,Jsc,FF,PCE,acceptor_type,acceptor_class,fused_rings_in_core,donor_type,acc_SMILES_sidechains,acc_SMILES_shortened_sidechains,don_SMILES_sidechains,don_SMILES_shortened_sidechains
1294,SSBR,PBDTTT-E-T,,10.1016/j.solener.2018.09.077,0.83,10.04,38.11,,sm,unfused,3.0,polymer,S=C(S/1)N(CC)C(C1=C\C2=CC=C(C3=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C4=C5SC(C6=CC=C(/C=C7C(N(CC)C(S/7)=S)=O)C8=NSN=C68)=C4)=C5S3)C9=NSN=C92)=O,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3sc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc3C4(CC)CC)c3nsnc23)SC1=S,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=C5C=C(C(OCC(CCCC)CC)=O)SC5=C(S4)C6=CC7=C(S6)C(C8=CC=C(CC(CCCC)CC)S8)=C9C(SC(C%10=C%11C=C(C(OCC(CCCC)CC)=O)SC%11=C(S%10)C%12=CC%13=C(S%12)C(C%14=CC=C(CC(CCCC)CC)S%14)=C%15C(SC=C%15)=C%13C%16=CC=C(CC(CCCC)CC)S%16)=C9)=C7C%17=CC=C(CC(CCCC)CC)S%17)=C3)=C(C%18=CC=C(CC(CCCC)CC)S%18)C%19=C2SC(C%20=C%21SC(C(OCC(CCCC)CC)=O)=CC%21=CS%20)=C%19,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1
1295,SSBR,J61,,10.1016/j.solener.2018.09.077,0.89,8.9,40.65,,sm,unfused,3.0,polymer,S=C(S/1)N(CC)C(C1=C\C2=CC=C(C3=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C4=C5SC(C6=CC=C(/C=C7C(N(CC)C(S/7)=S)=O)C8=NSN=C68)=C4)=C5S3)C9=NSN=C92)=O,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3sc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc3C4(CC)CC)c3nsnc23)SC1=S,CCCCCCCCC(CCCCCC)CN(N=C1C(C2=CC=C(C3=CC4=C(C5=C(C=CS5)C(C6=CC=C(SCCCCCCCCCCCC)S6)=C4S3)C7=CC=C(S7)SCCCCCCCCCCCC)S2)=C8F)N=C1C(C9=CC=C(C(S%10)=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C%12S%13)=C%10C(C%14=CC=C(S%14)SCCCCCCCCCCCC)=C%12C=C%13C(S%15)=CC=C%15C%16=C(F)C(F)=C(C%17=NN(N=C%17%16)CC(CCCCCC)CCCCCCCC)C%18=CC=C(C(S%19)=CC(C(C%20=CC=C(SCCCCCCCCCCCC)S%20)=C%21S%22)=C%19C(C%23=CC=C(S%23)SCCCCCCCCCCCC)=C%21C=C%22C(S%24)=CC=C%24C%25=C(F)C(F)=C(C%26=NN(N=C%26%25)CC(CCCCCC)CCCCCCCC)C%27=CC=CS%27)S%18)S9)=C8F,CCN(N=C1C(C2=CC=C(C3=CC4=C(C5=C(C=CS5)C(C6=CC=C(SCC)S6)=C4S3)C7=CC=C(S7)SCC)S2)=C8F)N=C1C(C9=CC=C(C(S%10)=CC(C(C%11=CC=C(SCC)S%11)=C%12S%13)=C%10C(C%14=CC=C(S%14)SCC)=C%12C=C%13C(S%15)=CC=C%15C%16=C(F)C(F)=C(C%17=NN(N=C%17%16)CC)C%18=CC=C(C(S%19)=CC(C(C%20=CC=C(SCC)S%20)=C%21S%22)=C%19C(C%23=CC=C(S%23)SCC)=C%21C=C%22C(S%24)=CC=C%24C%25=C(F)C(F)=C(C%26=NN(N=C%26%25)CC)C%27=CC=CS%27)S%18)S9)=C8F
1296,SSBR,PBDT-TS1,,10.1016/j.solener.2018.09.077,0.85,11.95,36.85,,sm,unfused,3.0,polymer,S=C(S/1)N(CC)C(C1=C\C2=CC=C(C3=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C4=C5SC(C6=CC=C(/C=C7C(N(CC)C(S/7)=S)=O)C8=NSN=C68)=C4)=C5S3)C9=NSN=C92)=O,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3sc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc3C4(CC)CC)c3nsnc23)SC1=S,FC1=C(C(OCC(CC)CCCC)=O)SC2=C(C(S3)=CC4=C3C(C5=CC=C(SCCCCCCCC)S5)=C(C=C(C6=C(C(F)=C(C(OCC(CC)CCCC)=O)S7)C7=C(C(S8)=CC9=C8C(C%10=CC=C(SCCCCCCCC)S%10)=C(C=C(C%11=C(C(F)=C(C(OCC(CC)CCCC)=O)S%12)C%12=CS%11)S%13)C%13=C9C%14=CC=C(SCCCCCCCC)S%14)S6)S%15)C%15=C4C%16=CC=C(SCCCCCCCC)S%16)SC(C%17=CC%18=C(C%19=CC=C(SCCCCCCCC)S%19)C%20=C(C=CS%20)C(C%21=CC=C(SCCCCCCCC)S%21)=C%18S%17)=C21,CCOC(=O)c1sc2csc(-c3cc4c(-c5ccc(SCC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(SCC)s%13)c%13sccc%13c(-c%13ccc(SCC)s%13)c%12s%11)c%11c(F)c(C(=O)OCC)sc%10%11)cc9c(-c9ccc(SCC)s9)c8s7)c7c(F)c(C(=O)OCC)sc67)cc5c(-c5ccc(SCC)s5)c4s3)c2c1F
1297,SSBRC,PTB7-Th,,10.1016/j.solener.2018.09.077,0.77,7.75,56.33,,sm,unfused,3.0,polymer,CCN1C(/C(S/C1=C(C#N)\C#N)=C/C2=CC=C(C3=NSN=C23)C4=CC5=C(C6=C(C5(CC(CCCC)CC)CC(CCCC)CC)C=C(C7=CC=C(C8=NSN=C78)/C=C9S/C(N(C\9=O)CC)=C(C#N)\C#N)S6)S4)=O,CCN1C(/C(S/C1=C(C#N)\C#N)=C/C2=CC=C(C3=NSN=C23)C4=CC5=C(C6=C(C5(CC)CC)C=C(C7=CC=C(C8=NSN=C78)/C=C9S/C(N(C\9=O)CC)=C(C#N)\C#N)S6)S4)=O,FC1=C(C(OCC(CCCC)CC)=O)SC2=C(SC=C21)C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C6=C(C(F)=C(C(OCC(CCCC)CC)=O)S7)C7=C(S6)C(S8)=CC9=C8C(C%10=CC=C(CC(CCCC)CC)S%10)=C(C=C(C%11=C(C(F)=C(C(OCC(CCCC)CC)=O)S%12)C%12=C(S%11)C(S%13)=CC%14=C%13C(C%15=CC=C(CC(CC)CCCC)S%15)=C(C=CS%16)C%16=C%14C%17=CC=C(CC(CC)CCCC)S%17)S%18)C%18=C9C%19=CC=C(CC(CCCC)CC)S%19)S%20)C%20=C4C%21=CC=C(CC(CC)CCCC)S%21,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
1298,BT-dIBT,PBDB-T,,10.1016/j.solener.2020.01.032,0.87,18.59,64.8,,sm,fused,5.0,polymer,O=C(C/1=C\C2=CC3=C(C4=CC5=C(C=C4C3(C6=CC=C(C=C6)CCCCCC)C7=CC=C(C=C7)CCCCCC)C8=C(C5(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=CC=C(C%12=NSN=C%11%12)C%13=CC(C%14(C%15=CC=C(C=C%15)CCCCCC)C%16=CC=C(C=C%16)CCCCCC)=C(C%17=C%14C=C(C%18=C%17)C%19=C(C%18(C%20=CC=C(CCCCCC)C=C%20)C%21=CC=C(C=C%21)CCCCCC)C=C(/C=C%22C(C%23=C(C\%22=C(C#N)/C#N)C=C(F)C(F)=C%23)=O)S%19)S%13)S8)S2)C%24=C(C1=C(C#N)/C#N)C=C(F)C(F)=C%24,CCC1=CC=C(C2(C3=C(C4=C2C=C(/C=C5C(C6=C(C\5=C(C#N)/C#N)C=C(F)C(F)=C6)=O)S4)C=C(C(C7=CC=C(CC)C=C7)(C8=C9SC(C%10=CC=C(C%11=NSN=C%10%11)C%12=CC%13=C(C%14=C(C%13(C%15=CC=C(CC)C=C%15)C%16=CC=C(CC)C=C%16)C=C(C%17=C(C%18(C%19=CC=C(CC)C=C%19)C%20=CC=C(CC)C=C%20)C=C(/C=C%21C(C%22=C(C\%21=C(C#N)/C#N)C=C(F)C(F)=C%22)=O)S%17)C%18=C%14)S%12)=C8)C%23=CC=C(CC)C=C%23)C9=C3)C%24=CC=C(CC)C=C%24)C=C1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
1299,ITOR4F-IC,PM6,,10.1016/j.solener.2022.02.049,0.9640000000000001,13.98,60.05,,sm,fused,7.0,polymer,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC(F)=C(OCCCCCCCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC(F)=C(OCCCCCCCC)C=C%13)=C%12C5(C%14=CC(F)=C(OCCCCCCCC)C=C%14)C%15=CC(F)=C(OCCCCCCCC)C=C%15)S3)=C(C#N)\C#N)C=CC=C2,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC(F)=C(OCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC(F)=C(OCC)C=C%13)=C%12C5(C%14=CC(F)=C(OCC)C=C%14)C%15=CC(F)=C(OCC)C=C%15)S3)=C(C#N)\C#N)C=CC=C2,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1300,ITOR-IC,PM6,,10.1016/j.solener.2022.02.049,0.991,15.41,62.28,,sm,fused,7.0,polymer,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC=C(OCCCCCCCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC=C(OCCCCCCCC)C=C%13)=C%12C5(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)S3)=C(C#N)\C#N)C=CC=C2,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC=C(OCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC=C(OCC)C=C%13)=C%12C5(C%14=CC=C(OCC)C=C%14)C%15=CC=C(OCC)C=C%15)S3)=C(C#N)\C#N)C=CC=C2,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1301,ITOR-IC4F,PM6,,10.1016/j.solener.2022.02.049,0.899,18.05,68.37,,sm,fused,7.0,polymer,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC=C(OCCCCCCCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC=C(OCCCCCCCC)C=C%13)=C%12C5(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)S3)=C(C#N)\C#N)C=C(F)C(F)=C2,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=C(S4)C(C=C6C(C7=CC=C(OCC)C=C7)(C8=C(SC9=C8SC(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)/C#N)=C9)C6=C%12)C%13=CC=C(OCC)C=C%13)=C%12C5(C%14=CC=C(OCC)C=C%14)C%15=CC=C(OCC)C=C%15)S3)=C(C#N)\C#N)C=C(F)C(F)=C2,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1302,NOCIC,PBDB-TF,,10.1016/j.solmat.2021.111046,0.907,16.22,67.0,,sm,unfused,3.0,polymer,O=C1C2=CC(F)=C(C=C2C(/C1=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(C5=C4C=C(C6=CC=C(C7=CC(C8(CC(CC)CCCC)CC(CC)CCCC)=C(C9=C8C=C(/C=C%10C(C%11=CC(F)=C(C=C%11C\%10=C(C#N)/C#N)F)=O)S9)S7)N=N6)S5)S3)=C(C#N)\C#N)F,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)nn3)cc21,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1303,NCIC,PBDB-TF,,10.1016/j.solmat.2021.111046,0.879,17.53,66.7,,sm,unfused,3.0,polymer,O=C1C2=CC(F)=C(F)C=C2C(/C1=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C5=C4C=C(S5)C(C=N6)=NC=C6C7=CC(C8(CC(CCCC)CC)CC(CCCC)CC)=C(S7)C9=C8C=C(S9)/C=C(C(C%10=CC(F)=C(F)C=C%10%11)=O)/C%11=C(C#N)\C#N)=C(C#N)/C#N,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cnc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)cn3)cc21,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
1304,PD-dIDTC6,PBDB-TF,,10.1016/j.synthmet.2021.116838,0.82,15.17,56.0,,sm,fused,5.0,polymer,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C(SC(C7=NC=C(C=C7)C8=CC(C9(CCCCCC)CCCCCC)=C(S8)C%10=C9C=C(C(SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13C%14(CCCCCC)CCCCCC)C%14=C%10)=C%15)=C%15C6(CCCCCC)CCCCCC)C=C5C4(CCCCCC)CCCCCC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)nc2)sc1-3,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
